job_position_name,career_objective,skills,matched_score,degree_names,major_field_of_studies,experiencere_requirement
"Full Stack Developer (Python,React Js)","to advance in professional and personal experiences within finance, tax accounting and management to obtain a staff accountant position that will enable me to perform my best using my mathematical, numerical, accounting and analytical ability for the betterment of the organization.",Not provided,0.85,"['diploma', 'bachelor of science']","['accounting', 'computer science']",3 to 7 years
Ai Engineer,"creative and innovative draftsman, passionate about building designs and advanced construction solutions.â  â seeking the best opportunity to further enhance present professional experience and expand knowledge base on architectural designs, while growing with an organization.",Not provided,0.783333333,['a.a.s'],['drafting and design'],Not specified
Project Coordinator (Civil),Not provided,Not provided,0.6833333333333332,"['master of arts', 'bachelor of arts', 'associates of applied science']","['christian education', 'economics', 'accounting']",5 to 10 years
Database Administrator (Dba),Not provided,Not provided,0.7799999999999999,['associate of arts'],['advertising & public relations'],at least 1 year
Devops Engineer,"data analyst, interested in machine learning application development. as a data analyst, i have extensive experience with data preprocessing and pipeline building and i would like to venture further into this domain to learn more about it.",Not provided,0.65,['bsc'],['information technology'],at least 3 years
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Not provided,Not provided,0.75,"['masters of public administration', 'b.a. general studies', 'high school diploma']","['budget and public finance', 'business management', 'n/a']",at least 3 years
Machine Learning (Ml) Engineer,"as a recent graduate, i am looking for roles that challenge me and feed my craving for learning. i can easily adapt to new technologies, understand and work with a variety of people, and always looking to solving business problems in much more technology sophisticated ways.",Not provided,0.85,['b.tech(computers)'],['computers'],at least 5 year(s)
Database Administrator (Dba),associate software engineer specializing in machine learning models and optimization. i work with both natural language processing and computer vision in terms of modelling and development.,Not provided,0.85,['b.tech'],['electronics/telecommunication'],at least 1 year
Ai Engineer,"a python programmer, currently pursuing data science and looking for roles that involve the application of machine learning. i am always excited to take on real life problems and tread through different technology stacks.",Not provided,0.85,['b.tech'],['n/a'],Not specified
Site Engineer,i am currently a graduate who works with nlp-based problems. i am also familiar with machine learning methodologies for production environments. always a team player and ready to take criticism and work towards better outcomes.,Not provided,0.516666667,['b.tech'],['electrical'],1 to 2 years
Data Science Engineer,i am looking for another opportunity within usa in infrastructure consulting/ systems administration that gives me the opportunity to excel in my current skills and paves way for learning new technologies.,Not provided,0.683333333,['bachelor of engineering (b.e'],['[none]'],at least 2 years
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Not provided,Not provided,0.583333333,"['ph.d. in computer science', 'master in computer science', 'bachelor in physics']","['computer science', 'computer science', 'physics']",at least 3 years
Asst. Manager/ Manger (Administrative),data analyst actively seeking job roles related to data science and machine learning.,Not provided,0.683333333,['bca'],['[none]'],at least 5 years
Project Coordinator (Civil),Not provided,Not provided,0.683333333,"['b.s', 'b.s']","['electrical engineering', 'biology chemistry']",5 to 10 years
Hr Officer,i am looking for another opportunity within usa in infrastructure consulting/ systems administration that gives me the opportunity to excel in my current skills and paves way for learning new technologies.,Not provided,0.716666667,['bachelor of engineering (b.e'],['[none]'],Not specified
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Not provided,Not provided,0.6,['b.a'],['economics'],at least 3 years
Ai Engineer,Not provided,Not provided,0.5066666666666667,['bachelor of business administration'],['accounting'],Not specified
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.85,"['associate of science', 'principles of management']","['software engineering', 'n/a']",3 to 7 years
Ai Engineer,"highly motivated mechanical engineering student (eit) interested in pursuing an engaging position in the corporate setting to implement skills honed through years of engineering background. a dedicated student with problem-solving, leadership, and communication skills along with the capability to build relationships and work in a team-oriented environment.",Not provided,0.726666667,['bachelor of science'],['mechanical engineering'],Not specified
Machine Learning (Ml) Engineer,"seeking a long term position. supervise/manage planning departments for 10 years and improvements were seen in production rates and shipments. manage/supervise estimating and quoting departments and reduced costs. experience in reviewing documentation such as bom's, routings, sop's, routings, and change management, which led to reduced costs and improved deliveries. implement a demand/capacity system and electronic work instruction system, which led to faster shipments to the customer. experience includes iso, lean, six sigma, and apics environments. mrp/ erp systems include wds, syteline, microsoft great plains, and others.",Not provided,0.85,['bachelor of business administration'],['[none]'],at least 5 year(s)
Senior Ios Engineer,"i am a software engineer, and i want to work on full time roles associated with machine learning. i have previously worked on some corporate models and due to its intricacies i want to explore more in the domain.",Not provided,0.85,['b.tech'],['computers'],at least 4 years
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",as a junior analyst i currently work with data preprocessing and data cleaning before sending them to machine learning models. i am also simultaneously training to be a machine learning engineer to work closely with teams that build models and would like to join a venture for such opportunity.,Not provided,0.62,['b.tech'],['n/a'],at least 3 years
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.716666667,['b.tech'],['instrumentation and control'],3 to 7 years
Senior Ios Engineer,interested in helping businesses take best decisions using machine learning and deep learning solutions.,Not provided,0.783333333,['b.tech'],['cse'],at least 4 years
Head Of Internal Control & Compliance (Icc) - Sevp/Dmd,i am currently looking for an opportunity as a data science or machine learning engineer.,Not provided,0.583333333,"['bba', 'mba']","['management', 'information technology']",at least 15 years
Marketing Officer,Not provided,Not provided,0.65,"['bachelor of arts', 'association of business executive']","['business studies', 'business']",at least 1 year
Database Administrator (Dba),Not provided,Not provided,0.85,"['b.a (economics)', 'msc (economics)']","['economics', 'economics']",at least 1 year
Hr Officer,to obtain a challenging position in a professional and dynamic environment while utilizing my skills and experience to further my career in accounting.,Not provided,0.75,"['master degree', 'n/a']","['accounting', 'computer programming in cobol language']",Not specified
Devops Engineer,"fresher starting out with business analysis, and machine learning modelling based on data engineering.",Not provided,0.453333333,['bba'],['n/a'],at least 3 years
Database Administrator (Dba),Not provided,Not provided,0.793333333,['b.tech'],['computers'],at least 1 year
Data Engineer,deep learning fresher who is looking to join a company to understand and experience production grade models. i am experienced with latent as well as cloud-based models on azure and aws,Not provided,0.416666667,['b.tech'],['computer science & engineering'],5 to 8 years
Manager- Human Resource Management (Hrm),associate software engineer specializing in machine learning models and optimization. i work with both natural language processing and computer vision in terms of modelling and development.,Not provided,0.493333333,['b.tech'],['electronics/telecommunication'],5 to 6 years
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.783333333,"['b.com', 'pg diploma']","['commerce', 'data science and business analytics']",3 to 7 years
Devops Engineer,"software developer with a niche towards end to end machine learning projects. motivated towards learning, solving and producing better results.",Not provided,0.75,['b.tech'],['instrumentation'],at least 3 years
Asst. Manager/ Manger (Administrative),data engineer who is experienced with text analytics and natural language processing. i have also worked on big data analytics using hadoop,Not provided,0.65,['b.tech'],['n/a'],at least 5 years
Project Coordinator (Civil),looking for roles related to application development in machine learning.,Not provided,0.65,['b.ba'],['n/a'],5 to 10 years
Devops Engineer,Not provided,Not provided,0.716666667,"['b.tech', 'm.tech']","[""[none, 'big data analytics']""]",at least 3 years
"System Administrator (Operation & Maintenance Of Server, Storage & Service Desk System)","i am looking for an opportunity to work as a data scientist. possessing right and accurate skills at collecting, analyzing, interpreting large datasets and performing data management tasks. under the guidance of company's professionals i can contribute to company's success using my extensive analytical skills.",Not provided,0.643333333,['b.sc'],['statistics'],4 to 5 years
Sr.Officer / Executive - Internal Audit,i am looking for a job switch to transition into data science and utilize my currents skills & learnings from my master's course to solve new problems.,Not provided,0.65,"['b.tech', 'ms']","['electrical', 'artificial intelligence and machine learning']",2 to 4 years
Marketing Officer,fresher computer vision and machine learning engineer looking for a job that is both challenging and fun in terms of problem-solving. also an expert in maintaining and managing tableau and power bi dashboards to address business.,Not provided,0.583333333,['b.tech'],['computer science'],at least 1 year
Project Coordinator (Civil),Not provided,Not provided,0.716666,['bachelor of arts'],['business administration'],5 to 10 years
Data Science Engineer,"looking to utilize hands-on experience of machine learning, deep learning and artificial intelligence for data discovery, exploration, prediction and analysis tasks.",Not provided,0.85,['b.tech'],['computers'],at least 2 years
Executive/ Sr. Executive -It,i am a post graduate having knowledge of industry-level machine learning problems and research topics. i currently work as a machine learning engineer and i want to keep exploring such opportunities.,Not provided,0.716666667,"['b.sc', 'm.sc']","['computer science engineering', 'big data analytics']",3 to 5 years
Database Administrator (Dba),"looking to utilize hands-on experience of machine learning, deep learning and artificial intelligence for data discovery, exploration, prediction and analysis tasks.",Not provided,0.85,['b.tech'],['computers'],at least 1 year
Data Engineer,"looking to utilize hands-on experience of machine learning, deep learning and artificial intelligence for data discovery, exploration, prediction and analysis tasks.",Not provided,0.75,['b.tech'],['computers'],5 to 8 years
Executive - Vat,data engineer who is experienced with text analytics and natural language processing. i have also worked on big data analytics using hadoop,Not provided,0.65,['b.tech'],['n/a'],1 to 3 years
Executive - Vat,recent graduate testing and debugging machine learning models. i have worked on multiple projects and have contributed to the testing and quality control of models over time. i am looking to switch to a development role where i can exercise my skills.,Not provided,0.62,['b.tech'],['information technology'],1 to 3 years
Project Coordinator (Civil),Not provided,Not provided,0.65,['b.tech'],['electronics and communication'],5 to 10 years
Ai Engineer,Not provided,Not provided,0.85,"['master of science', 'master of science', 'bachelor of science']","['information systems-graduate business analytic certificate', 'criminal justice', 'public administration']",Not specified
Ai Engineer,data scientist working on problems related to market research and customer analysis. i want to expand my arsenal of application building and work on different kinds of problems. looking for a role where i can work with a coordinative team and exchange knowledge during the process.,Not provided,0.85,"['b.tech', 'm.tech']","['computer science', 'computer science engineering']",Not specified
"Full Stack Developer (Python,React Js)",graduate looking for roles related to bu analyst and machine learning.,Not provided,0.85,['b.ca'],['computer applications'],3 to 7 years
Devops Engineer,"i am a junior machine learning developer who focuses on data improvement and modelling, finding patterns in large databases and optimization of different models.",Not provided,0.556666667,['b.tech'],['electrical'],at least 3 years
Devops Engineer,"associate solution advisor currently enrolled in pg for data science, knowledge in data manipulation, analysis, reporting and data visualization. in depth knowledge of tools used for production.",Not provided,0.683333333,['b.e. (computers)'],['computers'],at least 3 years
Project Coordinator (Civil),i am a post graduate having knowledge of industry-level machine learning problems and research topics. i currently work as a machine learning engineer and i want to keep exploring such opportunities.,Not provided,0.65,"['b.sc', 'm.sc']","['computer science engineering', 'big data analytics']",5 to 10 years
Executive - Vat,i am a post graduate having knowledge of industry-level machine learning problems and research topics. i currently work as a machine learning engineer and i want to keep exploring such opportunities.,Not provided,0.55,"['b.sc', 'm.sc']","['computer science engineering', 'big data analytics']",1 to 3 years
Network Support Engineer,graduate looking for roles related to bu analyst and machine learning.,Not provided,0.693333333,['b.ca'],['computer applications'],at least 3 years
Business Development Executive,looking for roles related to application development in machine learning.,Not provided,0.533333333,['b.ba'],['n/a'],1 to 3 years
Machine Learning (Ml) Engineer,"as a research assistant i always try to define new boundaries and work in a meticulous way to figure out solutions. i have used machine learning as a base for our product design to synthesis chemical architectures and their reaction, right now i would like to be involved more on the application development side and was looking for an opportunity that did such.",Not provided,0.85,"['b.tech', 'm.tech']","['chemical engineering', 'chemical synthesis']",at least 5 year(s)
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",seeking challenging opportunity in the field of data science and data analytics where i can utilize my skills and knowledge to contribute for the growth of the organization,Not provided,0.683333333,['b.tech'],['metallurgy'],at least 3 years
Executive/ Sr. Executive -It,i am an assistant software engineer working on cloud-based solutions. after working on a couple of machine learning application evaluations and deployment i got really engrossed into the domain and would like to work more towards improving myself.,Not provided,0.716666667,['b.tech'],['telecommunication'],3 to 5 years
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.55,['bachelor of science'],['business management'],3 to 7 years
Data Science Engineer,"machine learning engineer seeking assignments deep learning, reinforcement learning, tensorflow. keras.",Not provided,0.85,['b.tech(it)'],['information technology'],at least 2 years
Hr Officer,"i am a recent graduate who is interested and fascinated by machine learning. i want to join this industry and be a part of it, learn and contribute towards both the growth of the company and me as an individuals in terms of skills.",Not provided,0.623333333,"['b.sc', 'mca']","['computer science', 'computers']",Not specified
Manager- Human Resource Management (Hrm),"graduate analyst currently working as business analyst consultant. as an individual, i always try to overcome problems in the most analytical manner. i want to work on machine learning application problems that deal with real life scenarios.",Not provided,0.803333333,['b.tech'],['mechanical'],5 to 6 years
Project Coordinator (Civil),would like to join any firm as a software developer in machine learning projects.,Not provided,0.533333333,['b.tech'],['computer science'],5 to 10 years
"System Administrator (Operation & Maintenance Of Server, Storage & Service Desk System)",looking for roles related to application development in machine learning.,Not provided,0.693333333,['b.ba'],['n/a'],4 to 5 years
Data Engineer,hard working recent graduate intending a part time or full time job to build experience in a civil engineering working environment. bringing civil engineering office and field experience in roadway design and traffic engineering.,Not provided,0.483333333,['bachelor of science'],['civil engineering'],5 to 8 years
Marketing Officer,"i am a master of data science graduate looking to work as a fulltime employee, seeking an entry level role in data science domain. i can offer a strong programming skills and good academic results together with a sound knowledge of implementing machine learning techniques. also, i am keen to learn new skill sets that the role demands. i am a highly analytical individual with interpersonal and technical skills, a desire to learn and determined attitude to succeed.",Not provided,0.516666667,"['b.tech(computers)', 'masters (data science)']","['computers', 'data science']",at least 1 year
Manager- Human Resource Management (Hrm),"i am an experienced analytics specialist seeking a full-time position in the field of data science and application in business problem solving, where i can apply my knowledge and skills for continuous improvement.",Not provided,0.77,['b.tech'],['ece'],5 to 6 years
Marketing Officer,Not provided,Not provided,0.536666667,['bachelor of science'],['computer science'],at least 1 year
Civil Engineer,"passionate data engineer with a zeal to excel forward and produce promising outcomes. hands-on knowledge in various machine learning algorithms. also experienced in data mining, warehouse maintaining, and visualization. in search of a role where i can nurture my skills and contribute to the growth of the company and myself.",Not provided,0.516666667,"['b.tech', ""master's diploma""]","['computers', 'analytics and artificial intelligence']",at least 5 years
Database Administrator (Dba),Not provided,Not provided,0.783333333,['bachelor of science'],['computer science'],at least 1 year
Marketing Officer,"a highly experienced skilled graduate with analytics degree with a very good experience in sas, web scraping, sql, predictive modelling and data visualization. excellent ability in identifying data requirements for analysis, data cleaning, munging and model building; ensures the organization uses it effectively to reach profit and growth objectives. comfortable with data handling, modeling, and coding, and have an appreciation of what makes sense from a business standpoint. more than six years of experience working as a researcher, data analyst, and environmental science and technology instructor. experience in sql, data warehousing, maintaining, securing and stabilizing data layers and testing to identify data and product defects introduced in the system. customer segmentation, product positioning and mapping and conjoint analysis modelling: design and implement statistical / predictive models and cutting edge algorithms utilizing diverse sources of data to predict diversified experience with engineering, manufacturing, retailing, higher education and it /data related companies fascinated by learning cutting edge technologies, such as; data mining and machine learning handled a team of 4 during my 3 years of tech experience and managed more than 200 students and effectively evaluated the performance of each student and utilize assessment methods to judge overall progress during my teaching experience.",Not provided,0.85,"['master of science', 'master of science', 'bachelor of science']","['analytics', 'environmental science and technology', 'resource management']",at least 1 year
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",to obtain a position within an organization that utilizes my skill set to continuously add vale and achieve best-in-class results,Not provided,0.85,['bachelor of science'],['sociology business management'],at least 3 years
Data Engineer,seasoned business development professional seeking leadership position with increasing responsibility and room to contribute to company success.,Not provided,0.69,"['certified professional coach', 'bachelor of science']","['coaching', 'business administration, marketing']",5 to 8 years
Ai Engineer,Not provided,Not provided,0.6,"['b.s', 'b.s']","['management information system', 'electrical engineering technology']",Not specified
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Not provided,Not provided,0.683333333,['b.e. (data engineering)'],['data engineering'],at least 3 years
Data Engineer,"a python programmer, currently pursuing data science and looking for roles that involve the application of machine learning. i am always excited to take on real life problems and tread through different technology stacks.",Not provided,0.693333333,['b.tech'],['n/a'],5 to 8 years
Sr.Officer / Executive - Internal Audit,"committed and motivated professional with exceptional customer service and decision making skills. extensive experience working with a diverse client base and delivering results. high-achieving professional possessing excellent communication, organizational and analytical capabilities. background in business development, customer service and project management.",Not provided,0.8266666666666667,"[""['high school diploma', none]""]","[""[none, 'general studies']""]",2 to 4 years
Asst. Manager/ Manger (Administrative),"experienced senior corporate accountant dedicated to accounting and financial excellence, seeking to utilize skills and in-depth expertise in accounting (gaap), general ledger reconciliation, variance analysis, financial reporting, team management and process improvement to help achieve your company's goals.",Not provided,0.85,"['mba', 'bba - accounting', 'bba - finance']","['business administration, accounting & finance', 'n/a', 'n/a']",at least 5 years
Marketing Officer,Not provided,Not provided,0.783333333,['bachelor of science /arts'],['name of major'],at least 1 year
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.416666667,['diploma'],['electrical apprenticeship'],3 to 7 years
Marketing Officer,Not provided,Not provided,0.61,['b.tech'],['it'],at least 1 year
Marketing Officer,"highly motivated mechanical engineering student (eit) interested in pursuing an engaging position in the corporate setting to implement skills honed through years of engineering background. a dedicated student with problem-solving, leadership, and communication skills along with the capability to build relationships and work in a team-oriented environment.",Not provided,0.65,['bachelor of science'],['mechanical engineering'],at least 1 year
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.85,"['b.tech', 'm.tech']","['metallurgy', 'n/a']",3 to 7 years
Marketing Officer,to utilize my customer relations and management background to obtain a position with a company that places importance on efficiency and success. employ natural leadership and interpersonal skills to build relationships throughout the organization.,Not provided,0.6833333333333332,['bachelor of science'],['accounting'],at least 1 year
"Full Stack Developer (Python,React Js)",i am a software developer and analyst professional working for a year with client side technology and machine learning product delivery. i have handled small but scalable machine learning projects and want to expand my experience and expertise in the domain.,Not provided,0.85,['b.tech(it)'],['information technology'],3 to 7 years
"Full Stack Developer (Python,React Js)","professional accountant with an outstanding work ethic and integrity seeking to make a valuable contribution utilizing strong analytical, organizational, communication, and computer skills.",Not provided,0.7266666666666667,['bachelor of business administration'],['accounting'],3 to 7 years
Site Engineer,"associate solution advisor currently enrolled in pg for data science, knowledge in data manipulation, analysis, reporting and data visualization. in depth knowledge of tools used for production.",Not provided,0.416666667,['b.e. (computers)'],['computers'],1 to 2 years
Hr Officer,"i am an experienced analytics specialist seeking a full-time position in the field of data science and application in business problem solving, where i can apply my knowledge and skills for continuous improvement.",Not provided,0.533333333,['b.tech'],['ece'],Not specified
Devops Engineer,"an avid data analyst looking to step into the world of machine learning and data sciences. i have experience related to data mining, data visualization, text analytics, data collection and would currently like to expand my horizon and work on machine learning projects.",Not provided,0.683333333,['bca'],['n/a'],at least 3 years
Data Science Engineer,"to design, develop and manage products in the field of consumer electronics devices, networking protocols, internet applications and connected devices. vision to create personalized experiences based on machine learning.",Not provided,0.85,"['m.tech', 'b.e', 'course']","['control systems', 'electrical engineering', 'machine learning']",at least 2 years
Data Engineer,"looking for a job opportunity in which i can interact, learn, and contribute solutions to the problems, which enhances company benefits along with my career.",Not provided,0.683333333,['b. tech'],['ece'],5 to 8 years
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Not provided,Not provided,0.716666667,"['master of science', 'bachelor of arts']","['mechanical engineering', 'physics and biology']",at least 3 years
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.65,"['bachelor of science', 'n/a']","['petrochemical and natural gas engineering', 'biology and medical science (towards a degree in medicine)']",3 to 7 years
Intern (Generative Ai Engineering - 2D/3D Image Generation),i am a fresher business analyst with a knack for building applications that use machine learning and deep learning.,Not provided,0.793333333,['b.tech (civil)'],['civil'],Not specified
Machine Learning (Ml) Engineer,Not provided,Not provided,0.85,['bachelor of science'],['n/a'],at least 5 year(s)
Senior Ios Engineer,"passionate data engineer with a zeal to excel forward and produce promising outcomes. hands-on knowledge in various machine learning algorithms. also experienced in data mining, warehouse maintaining, and visualization. in search of a role where i can nurture my skills and contribute to the growth of the company and myself.",Not provided,0.85,"['b.tech', ""master's diploma""]","['computers', 'analytics and artificial intelligence']",at least 4 years
Devops Engineer,"second year computer science student at the university of york seeking a summer internship in software development. programming skills in python, java and visual basic have been developed through degree, alongside the ability to analyse and work through problems in a logical manner. work experience in education and retail has developed customer service skills and ability to communicate with a range of people.",Not provided,0.65,"['meng computer science', 'a level']","[""['computer science', none]""]",at least 3 years
"Full Stack Developer (Python,React Js)","to obtain a position in the field of civil engineering technician where i can apply and impart the knowledge i have gained through experience and college, as well as to acquire new insight through experience and application.",Not provided,0.783333333,"['bs', 'aas']","['construction management', 'civil and construction engineering technology']",3 to 7 years
Marketing Officer,Not provided,Not provided,0.626666667,['b.tech'],['computers'],at least 1 year
Project Coordinator (Civil),Not provided,Not provided,0.616666667,['bachelor of science'],['computer science'],5 to 10 years
Ai Engineer,data analyst actively seeking job roles related to data science and machine learning.,Not provided,0.75,['bca'],['[none]'],Not specified
Asst. Manager/ Manger (Administrative),"currently looking for an opportunity in machine learning and deep learning roles. i have a good depth of knowledge in ml algorithms, various cnn architectures, and worked on time series data, image captioning, nlp tasks. interested to work with an enthusiastic team on business problems.",Not provided,0.75,['b.tech'],['chemical'],at least 5 years
Asst. Manager/ Manger (Administrative),i am currently a graduate who works with nlp-based problems. i am also familiar with machine learning methodologies for production environments. always a team player and ready to take criticism and work towards better outcomes.,Not provided,0.693333333,['b.tech'],['electrical'],at least 5 years
Machine Learning (Ml) Engineer,"financial accountant specializing in financial planning, reporting and analysis within the department of defense.",Not provided,0.54,"['associate', 'n/a']","['accounting', 'accounting']",at least 5 year(s)
Database Administrator (Dba),Not provided,Not provided,0.8166666666666668,"['msc', 'ba (honors)']","['shipping, trade and finance', 'french and italian']",at least 1 year
Senior Software Engineer,"as a research assistant i always try to define new boundaries and work in a meticulous way to figure out solutions. i have used machine learning as a base for our product design to synthesis chemical architectures and their reaction, right now i would like to be involved more on the application development side and was looking for an opportunity that did such.",Not provided,0.65,"['b.tech', 'm.tech']","['chemical engineering', 'chemical synthesis']",at least 1 year
Executive - Vat,graduate database management engineer looking to join a role in data analytics or cloud-based machine learning solutions.,Not provided,0.683333333,['b.tech'],['computers'],1 to 3 years
Machine Learning (Ml) Engineer,Not provided,Not provided,0.75,"['b.com', 'mba']","['commerce', 'n/a']",at least 5 year(s)
Ai Engineer,"fresher having knowledge in machine learning and natural language processing. looking to join a role where i can learn from an well informed environment, experiment and produce promising results and work with different kinds of data.",Not provided,0.65,"['b.tech', 'm.tech']","['bio-tech', 'data science']",Not specified
Mechanical Engineer,as a junior analyst i currently work with data preprocessing and data cleaning before sending them to machine learning models. i am also simultaneously training to be a machine learning engineer to work closely with teams that build models and would like to join a venture for such opportunity.,Not provided,0.55,['b.tech'],['n/a'],2 to 5 years
Business Development Executive,"a highly experienced skilled graduate with analytics degree with a very good experience in sas, web scraping, sql, predictive modelling and data visualization. excellent ability in identifying data requirements for analysis, data cleaning, munging and model building; ensures the organization uses it effectively to reach profit and growth objectives. comfortable with data handling, modeling, and coding, and have an appreciation of what makes sense from a business standpoint. more than six years of experience working as a researcher, data analyst, and environmental science and technology instructor. experience in sql, data warehousing, maintaining, securing and stabilizing data layers and testing to identify data and product defects introduced in the system. customer segmentation, product positioning and mapping and conjoint analysis modelling: design and implement statistical / predictive models and cutting edge algorithms utilizing diverse sources of data to predict diversified experience with engineering, manufacturing, retailing, higher education and it /data related companies fascinated by learning cutting edge technologies, such as; data mining and machine learning handled a team of 4 during my 3 years of tech experience and managed more than 200 students and effectively evaluated the performance of each student and utilize assessment methods to judge overall progress during my teaching experience.",Not provided,0.85,"['master of science', 'master of science', 'bachelor of science']","['analytics', 'environmental science and technology', 'resource management']",1 to 3 years
Data Engineer,"fresher having knowledge in machine learning and natural language processing. looking to join a role where i can learn from an well informed environment, experiment and produce promising results and work with different kinds of data.",Not provided,0.483333333,"['b.tech', 'm.tech']","['bio-tech', 'data science']",5 to 8 years
Ai Engineer,Not provided,Not provided,0.783333333,['b.tech'],['ece'],Not specified
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",Not provided,Not provided,0.693333333,"['bca', 'mca']","['computers', 'computers']",at least 3 years
Civil Engineer,to obtain a challenging position in a professional and dynamic environment while utilizing my skills and experience to further my career in accounting.,Not provided,0.7166666666666667,"['master degree', 'n/a']","['accounting', 'computer programming in cobol language']",at least 5 years
"Full Stack Developer (Python,React Js)",Not provided,Not provided,0.85,['associate of arts'],['advertising & public relations'],3 to 7 years
Mechanical Engineer,business analyst and a data engineer. i believe that data has the highest power when it comes to making informative decisions about business and therefore my objective is to always make sense from what a dataset is trying to convey.,Not provided,0.45,['b.tech'],['computers'],2 to 5 years
"Full Stack Developer (Python,React Js)","certified data analyst with a degree in electronics engineering, i have hands on experience in analyzing & interpreting data with good numerical accuracy.",Not provided,0.85,['b.tech/b.e.'],['electronics/telecommunication'],3 to 7 years
Project Coordinator (Civil),associate software engineer specializing in machine learning models and optimization. i work with both natural language processing and computer vision in terms of modelling and development.,Not provided,0.65,['b.tech'],['electronics/telecommunication'],5 to 10 years
Database Administrator (Dba),Not provided,Not provided,0.7166666666666667,"['pharmacy technician', 'executive mba', 'bachelor of arts']","[""['pharmacy technician', none, none]""]",at least 1 year
Machine Learning (Ml) Engineer,"financial and accounting professional with expertise in financial analysis, audit, compliance, financial accounting, forecasting, budgeting, and procurement in the healthcare industry. strong working knowledge of gaap, fasb, sox, and asc 606 procedures. exceptional analytical ability and problem-solving skills, analysis and solutions of complex problems in conjunction with managing financial outputs, managing teams to achieve defined outcomes with over 15 years' experience in a variety of organizational roles. advanced knowledge of microsoft toolsets. results oriented with proven track record of quick learning ability, increased responsibilities and rapid advancement.",Not provided,0.85,['bachelor of business administration'],['accounting'],at least 5 year(s)
Mechanical Engineer,big data analytics working and database warehouse manager with robust experience in handling all kinds of data. i have also used multiple cloud infrastructure services and am well acquainted with them. currently in search of role that offers more of development.,Not provided,0.55,['b.tech'],['electronics'],2 to 5 years
Senior Software Engineer,"currently looking for an opportunity in machine learning and deep learning roles. i have a good depth of knowledge in ml algorithms, various cnn architectures, and worked on time series data, image captioning, nlp tasks. interested to work with an enthusiastic team on business problems.",Not provided,0.85,['b.tech'],['chemical'],at least 1 year
"Executive/ Senior Executive- Trade Marketing, Hygiene Products",currently seeking the next career challenge of continuing the path of accounting management in a small to medium-sized company that needs an involved professional with demonstrated leadership experience.,Not provided,0.85,"['master of science', 'm. eng', 'bachelor of science']","['accounting and finance', 'aerospace engineering', 'aerospace engineering']",at least 3 years
Data Engineer,"i am a recent graduate who is interested and fascinated by machine learning. i want to join this industry and be a part of it, learn and contribute towards both the growth of the company and me as an individuals in terms of skills.",Not provided,0.65,"['b.sc', 'mca']","['computer science', 'computers']",5 to 8 years
Asst. Manager/ Manger (Administrative),i would like to introduce myself as an applicant for the data scientist role. i have gathered an well informed amount of experience from my coursework and i feel that i can perform and produce results in an work environment if given the opportunity.,Not provided,0.65,"['b.sc (computer science engineering)', 'm.sc (data science)']","['computer science engineering', 'data science']",at least 5 years
Machine Learning (Ml) Engineer,as a data analyst i always look into more innovative ways of finding figures and facts from data. i have also worked with some production based machine learning application problems and i would like to involve myself more with such ventures.,Not provided,0.85,"['b.tech', 'm.tech']","['[none, none]']",at least 5 year(s)
"Full Stack Developer (Python,React Js)","as a recent graduate, i am looking for roles that challenge me and feed my craving for learning. i can easily adapt to new technologies, understand and work with a variety of people, and always looking to solving business problems in much more technology sophisticated ways.",Not provided,0.85,['b.tech(computers)'],['computers'],3 to 7 years
Senior Software Engineer,"i'm passionate learner with a knack for artificial intelligence. the kind of problems ai can solve, fills me with enthusiasm to learn more and contribute more. i have dedicated more than a year developing and training machine learning models across several projects.",Not provided,0.85,"['b.tech', 'm.tech']","['n/a', 'n/a']",at least 1 year
Marketing Officer,"i'm passionate learner with a knack for artificial intelligence. the kind of problems ai can solve, fills me with enthusiasm to learn more and contribute more. i have dedicated more than a year developing and training machine learning models across several projects.",Not provided,0.526666667,"['b.tech', 'm.tech']","['n/a', 'n/a']",at least 1 year
"System Administrator (Operation & Maintenance Of Server, Storage & Service Desk System)","second year computer science student at the university of york seeking a summer internship in software development. programming skills in python, java and visual basic have been developed through degree, alongside the ability to analyse and work through problems in a logical manner. work experience in education and retail has developed customer service skills and ability to communicate with a range of people.",Not provided,0.75,"['meng computer science', 'a level']","[""['computer science', none]""]",4 to 5 years
Machine Learning (Ml) Engineer,Not provided,Not provided,0.7166666666666667,['bachelors of arts'],['sociology'],at least 5 year(s)
